activity_id,week,location_id,co_share_group
A049,8,SEC:BET:S15_S16:WB,p1
A049,9,PLAT:BET:H02:WB,p1
A049,9,PLAT:BET:S15:WB,p1
A049,9,PLAT:BET:S16:WB,p1
A049,9,SEC:BET:H02_S15:WB,p1
A049,9,SEC:BET:S15_S16:WB,p1
A049,10,PLAT:BET:H02:WB,p1
A049,10,PLAT:BET:S15:WB,p1
A049,10,PLAT:BET:S16:WB,p1
A049,10,SEC:BET:H02_S15:WB,p1
A049,10,SEC:BET:S15_S16:WB,p1
A049,11,PLAT:BET:H02:WB,p12
A049,11,PLAT:BET:S15:WB,p12
A049,11,PLAT:BET:S16:WB,p12
A049,11,SEC:BET:H02_S15:WB,p12
A049,11,SEC:BET:S15_S16:WB,p12
A049,23,PLAT:BET:H02:WB,p12
A049,23,PLAT:BET:S15:WB,p12
A049,23,PLAT:BET:S16:WB,p12
A049,23,SEC:BET:H02_S15:WB,p12
A049,23,SEC:BET:S15_S16:WB,p12
A050,17,PLAT:ALP:H01:WB,p11
A050,17,PLAT:ALP:S03:WB,p11
A050,17,PLAT:ALP:S04:WB,p11
A050,17,SEC:ALP:S03_S04:WB,p11
A050,17,SEC:ALP:S04_H01:WB,p11
A050,18,PLAT:ALP:H01:WB,p11
A050,18,PLAT:ALP:S03:WB,p11
A050,18,PLAT:ALP:S04:WB,p11
A050,18,SEC:ALP:S03_S04:WB,p11
A050,18,SEC:ALP:S04_H01:WB,p11
A051,26,PLAT:BET:S17:WB,p11
A051,26,PLAT:BET:S18:WB,p11
A051,26,SEC:BET:S17_S18:WB,p11
A051,27,PLAT:BET:S17:WB,p11
A051,27,PLAT:BET:S18:WB,p11
A051,27,SEC:BET:S17_S18:WB,p11
A054,17,PLAT:ALP:H01:EB,p11
A054,17,PLAT:ALP:H02:EB,p11
A054,17,PLAT:ALP:S04:EB,p11
A054,17,PLAT:ALP:S05:EB,p11
A054,17,SEC:ALP:H01_H02:EB,p11
A054,17,SEC:ALP:H02_S05:EB,p11
A054,17,SEC:ALP:S04_H01:EB,p11
A054,18,PLAT:ALP:H01:EB,p11
A054,18,PLAT:ALP:H02:EB,p11
A054,18,PLAT:ALP:S04:EB,p11
A054,18,PLAT:ALP:S05:EB,p11
A054,18,SEC:ALP:H01_H02:EB,p11
A054,18,SEC:ALP:H02_S05:EB,p11
A054,18,SEC:ALP:S04_H01:EB,p11
A055,16,PLAT:BET:H01:EB,p11
A055,16,PLAT:BET:H02:EB,p11
A055,16,PLAT:BET:S13:EB,p11
A055,16,PLAT:BET:S14:EB,p11
A055,16,SEC:BET:H01_H02:EB,p11
A055,16,SEC:BET:S13_S14:EB,p11
A055,16,SEC:BET:S14_H01:EB,p11
A056,21,PLAT:ALP:H02:WB,p11
A056,21,PLAT:ALP:S05:WB,p11
A056,21,PLAT:ALP:S06:WB,p11
A056,21,PLAT:ALP:S07:WB,p11
A056,21,SEC:ALP:H02_S05:WB,p11
A056,21,SEC:ALP:S05_S06:WB,p11
A056,21,SEC:ALP:S06_S07:WB,p11
A056,22,PLAT:ALP:H02:WB,p11
A056,22,PLAT:ALP:S05:WB,p11
A056,22,PLAT:ALP:S06:WB,p11
A056,22,PLAT:ALP:S07:WB,p11
A056,22,SEC:ALP:H02_S05:WB,p11
A056,22,SEC:ALP:S05_S06:WB,p11
A056,22,SEC:ALP:S06_S07:WB,p11
A057,15,PLAT:BET:H02:EB,p11
A057,15,PLAT:BET:S15:EB,p11
A057,15,PLAT:BET:S16:EB,p11
A057,15,SEC:BET:H02_S15:EB,p11
A057,15,SEC:BET:S15_S16:EB,p11
A057,17,PLAT:BET:H02:EB,p12
A057,17,PLAT:BET:S15:EB,p12
A057,17,PLAT:BET:S16:EB,p12
A057,17,SEC:BET:H02_S15:EB,p12
A057,17,SEC:BET:S15_S16:EB,p12
A057,18,PLAT:BET:H02:EB,p11
A057,18,PLAT:BET:S15:EB,p11
A057,18,PLAT:BET:S16:EB,p11
A057,18,SEC:BET:H02_S15:EB,p11
A057,18,SEC:BET:S15_S16:EB,p11
A057,20,PLAT:BET:H02:EB,p11
A057,20,PLAT:BET:S15:EB,p11
A057,20,PLAT:BET:S16:EB,p11
A057,20,SEC:BET:H02_S15:EB,p11
A057,20,SEC:BET:S15_S16:EB,p11
A057,22,PLAT:BET:H02:EB,p11
A057,22,PLAT:BET:S15:EB,p11
A057,22,PLAT:BET:S16:EB,p11
A057,22,SEC:BET:H02_S15:EB,p11
A057,22,SEC:BET:S15_S16:EB,p11
A057,24,PLAT:BET:H02:EB,p11
A057,24,PLAT:BET:S15:EB,p11
A057,24,PLAT:BET:S16:EB,p11
A057,24,SEC:BET:H02_S15:EB,p11
A057,24,SEC:BET:S15_S16:EB,p11
A057,25,PLAT:BET:H02:EB,p11
A057,25,PLAT:BET:S15:EB,p11
A057,25,PLAT:BET:S16:EB,p11
A057,25,SEC:BET:H02_S15:EB,p11
A057,25,SEC:BET:S15_S16:EB,p11
A058,2,PLAT:ALP:H01:WB,p11
A058,2,PLAT:ALP:H02:WB,p11
A058,2,PLAT:ALP:S03:WB,p11
A058,2,PLAT:ALP:S04:WB,p11
A058,2,SEC:ALP:H01_H02:WB,p11
A058,2,SEC:ALP:S03_S04:WB,p11
A058,2,SEC:ALP:S04_H01:WB,p11
A058,3,PLAT:ALP:H01:WB,p1
A058,3,PLAT:ALP:H02:WB,p1
A058,3,PLAT:ALP:S03:WB,p1
A058,3,PLAT:ALP:S04:WB,p1
A058,3,SEC:ALP:H01_H02:WB,p1
A058,3,SEC:ALP:S03_S04:WB,p1
A058,3,SEC:ALP:S04_H01:WB,p1
A058,4,PLAT:ALP:H01:WB,p1
A058,4,PLAT:ALP:H02:WB,p1
A058,4,PLAT:ALP:S03:WB,p1
A058,4,PLAT:ALP:S04:WB,p1
A058,4,SEC:ALP:H01_H02:WB,p1
A058,4,SEC:ALP:S03_S04:WB,p1
A058,4,SEC:ALP:S04_H01:WB,p1
A058,5,PLAT:ALP:H01:WB,p1
A058,5,PLAT:ALP:H02:WB,p1
A058,5,PLAT:ALP:S03:WB,p1
A058,5,PLAT:ALP:S04:WB,p1
A058,5,SEC:ALP:H01_H02:WB,p1
A058,5,SEC:ALP:S03_S04:WB,p1
A058,5,SEC:ALP:S04_H01:WB,p1
A058,8,PLAT:ALP:H01:WB,p2
A058,8,PLAT:ALP:H02:WB,p2
A058,8,PLAT:ALP:S03:WB,p2
A058,8,PLAT:ALP:S04:WB,p2
A058,8,SEC:ALP:H01_H02:WB,p2
A058,8,SEC:ALP:S03_S04:WB,p2
A058,8,SEC:ALP:S04_H01:WB,p2
A058,9,PLAT:ALP:H01:WB,p11
A058,9,PLAT:ALP:H02:WB,p11
A058,9,PLAT:ALP:S03:WB,p11
A058,9,PLAT:ALP:S04:WB,p11
A058,9,SEC:ALP:H01_H02:WB,p11
A058,9,SEC:ALP:S03_S04:WB,p11
A058,9,SEC:ALP:S04_H01:WB,p11
A058,14,PLAT:ALP:H01:WB,p9
A058,14,PLAT:ALP:H02:WB,p9
A058,14,PLAT:ALP:S03:WB,p9
A058,14,PLAT:ALP:S04:WB,p9
A058,14,SEC:ALP:H01_H02:WB,p9
A058,14,SEC:ALP:S03_S04:WB,p9
A058,14,SEC:ALP:S04_H01:WB,p9
A059,14,PLAT:ALP:S06:WB,p1
A059,14,PLAT:ALP:S07:WB,p1
A059,14,PLAT:ALP:S08:WB,p1
A059,14,SEC:ALP:S06_S07:WB,p1
A059,14,SEC:ALP:S07_S08:WB,p1
A059,15,PLAT:ALP:S06:WB,p1
A059,15,PLAT:ALP:S07:WB,p1
A059,15,PLAT:ALP:S08:WB,p1
A059,15,SEC:ALP:S06_S07:WB,p1
A059,15,SEC:ALP:S07_S08:WB,p1
A059,16,PLAT:ALP:S06:WB,p1
A059,16,PLAT:ALP:S07:WB,p1
A059,16,PLAT:ALP:S08:WB,p1
A059,16,SEC:ALP:S06_S07:WB,p1
A059,16,SEC:ALP:S07_S08:WB,p1
A059,17,PLAT:ALP:S06:WB,p1
A059,17,PLAT:ALP:S07:WB,p1
A059,17,PLAT:ALP:S08:WB,p1
A059,17,SEC:ALP:S06_S07:WB,p1
A059,17,SEC:ALP:S07_S08:WB,p1
A059,18,PLAT:ALP:S06:WB,p1
A059,18,PLAT:ALP:S07:WB,p1
A059,18,PLAT:ALP:S08:WB,p1
A059,18,SEC:ALP:S06_S07:WB,p1
A059,18,SEC:ALP:S07_S08:WB,p1
A059,19,PLAT:ALP:S06:WB,p10
A059,19,PLAT:ALP:S07:WB,p10
A059,19,PLAT:ALP:S08:WB,p10
A059,19,SEC:ALP:S06_S07:WB,p10
A059,19,SEC:ALP:S07_S08:WB,p10
A060,13,PLAT:BET:H02:EB,p11
A060,13,PLAT:BET:S15:EB,p11
A060,13,PLAT:BET:S16:EB,p11
A060,13,SEC:BET:H02_S15:EB,p11
A060,13,SEC:BET:S15_S16:EB,p11
A060,15,PLAT:BET:H02:EB,p11
A060,15,PLAT:BET:S15:EB,p11
A060,15,PLAT:BET:S16:EB,p11
A060,15,SEC:BET:H02_S15:EB,p11
A060,15,SEC:BET:S15_S16:EB,p11
A060,17,PLAT:BET:H02:EB,p12
A060,17,PLAT:BET:S15:EB,p12
A060,17,PLAT:BET:S16:EB,p12
A060,17,SEC:BET:H02_S15:EB,p12
A060,17,SEC:BET:S15_S16:EB,p12
A061,4,PLAT:BET:H01:EB,p11
A061,4,PLAT:BET:H02:EB,p11
A061,4,PLAT:BET:S15:EB,p11
A061,4,SEC:BET:H01_H02:EB,p11
A061,4,SEC:BET:H02_S15:EB,p11
A061,5,PLAT:BET:H01:EB,p11
A061,5,PLAT:BET:H02:EB,p11
A061,5,PLAT:BET:S15:EB,p11
A061,5,SEC:BET:H01_H02:EB,p11
A061,5,SEC:BET:H02_S15:EB,p11
A061,6,PLAT:BET:H01:EB,p11
A061,6,PLAT:BET:H02:EB,p11
A061,6,PLAT:BET:S15:EB,p11
A061,6,SEC:BET:H01_H02:EB,p11
A061,6,SEC:BET:H02_S15:EB,p11
A061,7,PLAT:BET:H01:EB,p11
A061,7,PLAT:BET:H02:EB,p11
A061,7,PLAT:BET:S15:EB,p11
A061,7,SEC:BET:H01_H02:EB,p11
A061,7,SEC:BET:H02_S15:EB,p11
A061,11,PLAT:BET:H01:EB,p11
A061,11,PLAT:BET:H02:EB,p11
A061,11,PLAT:BET:S15:EB,p11
A061,11,SEC:BET:H01_H02:EB,p11
A061,11,SEC:BET:H02_S15:EB,p11
A061,12,PLAT:BET:H01:EB,p11
A061,12,PLAT:BET:H02:EB,p11
A061,12,PLAT:BET:S15:EB,p11
A061,12,SEC:BET:H01_H02:EB,p11
A061,12,SEC:BET:H02_S15:EB,p11
A061,13,PLAT:BET:H01:EB,p11
A061,13,PLAT:BET:H02:EB,p11
A061,13,PLAT:BET:S15:EB,p11
A061,13,SEC:BET:H01_H02:EB,p11
A061,13,SEC:BET:H02_S15:EB,p11
A063,16,PLAT:BET:H01:EB,p11
A063,16,PLAT:BET:H02:EB,p11
A063,16,PLAT:BET:S14:EB,p11
A063,16,SEC:BET:H01_H02:EB,p11
A063,16,SEC:BET:S14_H01:EB,p11
A064,16,PLAT:BET:S15:WB,p1
A064,16,PLAT:BET:S16:WB,p1
A064,16,SEC:BET:S15_S16:WB,p1
A065,19,PLAT:BET:S12:WB,p11
A065,19,PLAT:BET:S13:WB,p11
A065,19,SEC:BET:S12_S13:WB,p11
A066,27,PLAT:ALP:H01:WB,p11
A066,27,PLAT:ALP:S02:WB,p11
A066,27,PLAT:ALP:S03:WB,p11
A066,27,PLAT:ALP:S04:WB,p11
A066,27,SEC:ALP:S02_S03:WB,p11
A066,27,SEC:ALP:S03_S04:WB,p11
A066,27,SEC:ALP:S04_H01:WB,p11
A069,9,PLAT:ALP:H01:WB,p11
A069,9,PLAT:ALP:H02:WB,p11
A069,9,PLAT:ALP:S03:WB,p11
A069,9,PLAT:ALP:S04:WB,p11
A069,9,SEC:ALP:H01_H02:WB,p11
A069,9,SEC:ALP:S03_S04:WB,p11
A069,9,SEC:ALP:S04_H01:WB,p11
A069,27,PLAT:ALP:H01:WB,p11
A069,27,PLAT:ALP:H02:WB,p11
A069,27,PLAT:ALP:S03:WB,p11
A069,27,PLAT:ALP:S04:WB,p11
A069,27,SEC:ALP:H01_H02:WB,p11
A069,27,SEC:ALP:S03_S04:WB,p11
A069,27,SEC:ALP:S04_H01:WB,p11
A070,11,PLAT:ALP:H01:WB,p11
A070,11,PLAT:ALP:S03:WB,p11
A070,11,PLAT:ALP:S04:WB,p11
A070,11,SEC:ALP:S03_S04:WB,p11
A070,11,SEC:ALP:S04_H01:WB,p11
A070,12,PLAT:ALP:H01:WB,p11
A070,12,PLAT:ALP:S03:WB,p11
A070,12,PLAT:ALP:S04:WB,p11
A070,12,SEC:ALP:S03_S04:WB,p11
A070,12,SEC:ALP:S04_H01:WB,p11
A070,16,PLAT:ALP:H01:WB,p12
A070,16,PLAT:ALP:S03:WB,p12
A070,16,PLAT:ALP:S04:WB,p12
A070,16,SEC:ALP:S03_S04:WB,p12
A070,16,SEC:ALP:S04_H01:WB,p12
A070,17,PLAT:ALP:H01:WB,p11
A070,17,PLAT:ALP:S03:WB,p11
A070,17,PLAT:ALP:S04:WB,p11
A070,17,SEC:ALP:S03_S04:WB,p11
A070,17,SEC:ALP:S04_H01:WB,p11
A070,18,PLAT:ALP:H01:WB,p11
A070,18,PLAT:ALP:S03:WB,p11
A070,18,PLAT:ALP:S04:WB,p11
A070,18,SEC:ALP:S03_S04:WB,p11
A070,18,SEC:ALP:S04_H01:WB,p11
A071,27,PLAT:BET:S15:EB,p11
A071,27,PLAT:BET:S16:EB,p11
A071,27,PLAT:BET:S17:EB,p11
A071,27,SEC:BET:S15_S16:EB,p11
A071,27,SEC:BET:S16_S17:EB,p11
A072,23,PLAT:ALP:H01:EB,p11
A072,23,PLAT:ALP:H02:EB,p11
A072,23,PLAT:ALP:S04:EB,p11
A072,23,SEC:ALP:H01_H02:EB,p11
A072,23,SEC:ALP:S04_H01:EB,p11
A073,24,PLAT:BET:H01:EB,p11
A073,24,PLAT:BET:H02:EB,p11
A073,24,PLAT:BET:S15:EB,p11
A073,24,SEC:BET:H01_H02:EB,p11
A073,24,SEC:BET:H02_S15:EB,p11
A074,19,PLAT:ALP:H01:EB,p11
A074,19,PLAT:ALP:H02:EB,p11
A074,19,SEC:ALP:H01_H02:EB,p11
A075,28,PLAT:BET:H01:WB,p11
A075,28,PLAT:BET:H02:WB,p11
A075,28,SEC:BET:H01_H02:WB,p11
